Trang,Địa chỉ,Diện tích (m2),Phòng ngủ,WC,Giá
74,phuong nguyen cu trinh,104,8,8,34000
63,phuong nguyen cu trinh,39,15,15,34000
37,phuong nguyen cu trinh,112,6,6,34000
35,phuong nguyen cu trinh,95,6,6,34000
48,phuong nguyen cu trinh,118,10,10,34000
60,phuong nguyen cu trinh,94,6,6,34000
98,phuong nguyen cu trinh,63,10,11,34000
30,phuong nguyen cu trinh,108,6,6,34000
21,phuong nguyen cu trinh,61,4,4,34000
35,phuong nguyen cu trinh,105,15,15,34000
48,phuong nguyen cu trinh,105,3,4,34000
19,phuong nguyen cu trinh,60,4,4,34000
79,phuong nguyen cu trinh,129,1,1,34000
18,phuong nguyen thai binh,66,11,11,34000
18,phuong nguyen thai binh,66,12,6,34000
49,phuong nguyen thai binh,45,6,6,34000
66,phuong nguyen thai binh,68,21,21,34000
29,phuong nguyen thai binh,68,12,12,34000
45,phuong nguyen thai binh,72,1,1,34000
39,phuong nguyen thai binh,84,6,6,34000
45,phuong nguyen thai binh,55,1,1,34000
39,phuong nguyen thai binh,46,4,4,34000
62,phuong nguyen thai binh,80,24,24,34000
100,phuong nguyen thai binh,75,2,2,34000
96,phuong nguyen thai binh,90,4,4,34000
46,phuong nguyen thai binh,96,6,6,34000
99,phuong nguyen thai binh,78,3,3,34000
99,phuong nguyen thai binh,90,3,3,34000
97,phuong nguyen thai binh,80,2,2,34000
19,phuong pham ngu lao,60,5,6,34000
45,phuong pham ngu lao,112,18,18,34000
76,phuong pham ngu lao,100,10,11,34000
4,phuong tan dinh,64,6,6,34000
7,phuong tan dinh,78,1,1,34000
78,phuong tan dinh,172,22,22,34000
74,phuong tan dinh,171,6,6,34000
92,phuong tan dinh,65,8,8,34000
93,phuong tan dinh,180,30,30,34000
86,phuong tan dinh,69,8,8,34000
96,phuong tan dinh,100,4,5,34000
82,phuong tan dinh,172,22,22,34000
73,phuong tan dinh,50,6,6,34000
5,phuong nguyen cu trinh,56,6,6,34000
4,phuong nguyen thai binh,90,4,4,34000
5,phuong pham ngu lao,72,10,10,34000
5,phuong ben thanh,56,25,25,34000
6,phuong nguyen cu trinh,100,4,5,34000
5,phuong nguyen cu trinh,50,5,6,34000
8,phuong nguyen thai binh,64,4,4,34000
4,phuong pham ngu lao,68,22,22,34000
26,phuong nguyen thai binh,72,5,5,34200
26,phuong ben nghe,145,3,3,34500
1,phuong ben nghe,100,6,6,34500
17,phuong ben thanh,70,6,7,34500
100,phuong ben thanh,120,12,7,34500
14,phuong cau kho,189,24,24,34500
45,phuong cau kho,86,14,15,34500
7,phuong cau kho,60,6,7,34500
33,phuong cau kho,86,14,14,34500
38,phuong cau kho,86,14,15,34500
91,phuong da kao,80,4,0,34500
91,phuong nguyen cu trinh,86,14,15,34500
46,phuong nguyen cu trinh,105,5,5,34500
21,phuong nguyen thai binh,80,3,4,34500
41,phuong tan dinh,167,15,15,34500
83,phuong tan dinh,150,6,5,34500
41,phuong tan dinh,167,15,15,34500
24,phuong tan dinh,86,4,4,34690
30,phuong co giang,92,8,9,34800
10,phuong co giang,80,17,17,34900
59,phuong nguyen cu trinh,115,15,15,34900
24,phuong ben nghe,48,2,2,35000
17,phuong ben nghe,60,4,4,35000
99,phuong ben nghe,90,10,11,35000
92,phuong ben nghe,101,5,5,35000
67,phuong ben nghe,82,3,2,35000
62,phuong ben nghe,195,4,4,35000
18,phuong ben nghe,110,6,6,35000
46,phuong ben nghe,110,4,4,35000
45,phuong ben nghe,221,6,6,35000
32,phuong ben nghe,108,12,11,35000
47,phuong ben thanh,120,3,3,35000
87,phuong ben thanh,100,8,8,35000
53,phuong ben thanh,80,7,7,35000
44,phuong ben thanh,92,6,6,35000
50,phuong ben thanh,80,7,7,35000
46,phuong ben thanh,58,6,6,35000
68,phuong ben thanh,68,3,5,35000
62,phuong ben thanh,68,5,5,35000
25,phuong cau kho,83,2,2,35000
15,phuong cau kho,56,6,8,35000
12,phuong cau kho,62,5,6,35000
38,phuong cau kho,72,5,6,35000
11,phuong cau ong lanh,69,20,20,35000
18,phuong cau ong lanh,50,5,6,35000
30,phuong cau ong lanh,120,2,2,35000
1,phuong cau ong lanh,71,6,6,35000
34,phuong cau ong lanh,72,3,3,35000
28,phuong cau ong lanh,144,8,8,35000
8,phuong cau ong lanh,84,6,6,35000
1,phuong cau ong lanh,73,2,2,35000
25,phuong cau ong lanh,150,8,8,35000
1,phuong cau ong lanh,75,1,1,35000
7,phuong cau ong lanh,165,6,6,35000
29,phuong cau ong lanh,98,3,3,35000
29,phuong co giang,60,5,5,35000
29,phuong co giang,96,3,3,35000
52,phuong co giang,72,7,7,35000
37,phuong co giang,74,10,10,35000
71,phuong co giang,150,8,8,35000
54,phuong co giang,150,6,6,35000
76,phuong co giang,93,6,7,35000
12,phuong co giang,80,5,6,35000
71,phuong co giang,90,14,14,35000
39,phuong co giang,58,1,1,35000
7,phuong co giang,120,3,3,35000
3,phuong co giang,60,6,6,35000
49,phuong co giang,140,3,3,35000
80,phuong co giang,94,1,1,35000
2,phuong co giang,84,4,3,35000
54,phuong co giang,75,8,8,35000
77,phuong co giang,150,6,7,35000
80,phuong co giang,66,3,3,35000
56,phuong co giang,90,14,14,35000
14,phuong da kao,61,10,10,35000
21,phuong da kao,150,8,8,35000
21,phuong da kao,60,8,5,35000
67,phuong da kao,100,6,6,35000
39,phuong da kao,160,6,6,35000
61,phuong da kao,88,3,3,35000
11,phuong da kao,135,4,4,35000
98,phuong da kao,125,4,5,35000
34,phuong da kao,90,3,3,35000
44,phuong da kao,105,8,8,35000
84,phuong da kao,75,3,2,35000
40,phuong da kao,100,6,6,35000
52,phuong da kao,100,8,5,35000
10,phuong da kao,400,4,3,35000
86,phuong da kao,61,8,8,35000
92,phuong da kao,72,14,15,35000
90,phuong da kao,68,7,8,35000
96,phuong da kao,110,0,4,35000
94,phuong da kao,90,8,8,35000
51,phuong da kao,160,6,6,35000
44,phuong nguyen cu trinh,200,5,5,35000
44,phuong nguyen cu trinh,115,15,15,35000
52,phuong nguyen cu trinh,176,15,15,35000
53,phuong nguyen cu trinh,106,15,16,35000
43,phuong nguyen cu trinh,74,5,4,35000
51,phuong nguyen cu trinh,77,5,5,35000
67,phuong nguyen cu trinh,88,14,15,35000
82,phuong nguyen cu trinh,83,1,1,35000
95,phuong nguyen cu trinh,90,10,11,35000
24,phuong nguyen cu trinh,150,5,3,35000
51,phuong nguyen cu trinh,68,5,6,35000
7,phuong nguyen cu trinh,150,1,1,35000
51,phuong nguyen cu trinh,68,5,6,35000
51,phuong nguyen cu trinh,68,5,6,35000
75,phuong nguyen cu trinh,78,3,3,35000
65,phuong nguyen cu trinh,107,15,15,35000
24,phuong nguyen cu trinh,100,4,4,35000
75,phuong nguyen cu trinh,78,3,3,35000
66,phuong nguyen cu trinh,4,6,6,35000
46,phuong nguyen cu trinh,105,15,15,35000
46,phuong nguyen cu trinh,105,15,0,35000
48,phuong nguyen cu trinh,70,5,4,35000
19,phuong nguyen thai binh,66,2,3,35000
14,phuong nguyen thai binh,62,12,12,35000
98,phuong nguyen thai binh,80,2,2,35000
23,phuong nguyen thai binh,78,6,6,35000
24,phuong nguyen thai binh,65,8,8,35000
28,phuong nguyen thai binh,62,8,8,35000
26,phuong nguyen thai binh,72,6,6,35000
24,phuong nguyen thai binh,65,6,6,35000
84,phuong nguyen thai binh,99,4,4,35000
45,phuong nguyen thai binh,55,1,1,35000
10,phuong nguyen thai binh,80,15,16,35000
17,phuong nguyen thai binh,79,12,13,35000
44,phuong nguyen thai binh,81,4,4,35000
60,phuong nguyen thai binh,90,4,4,35000
17,phuong nguyen thai binh,80,14,14,35000
92,phuong nguyen thai binh,88,10,11,35000
11,phuong nguyen thai binh,40,7,7,35000
99,phuong nguyen thai binh,100,6,6,35000
2,phuong nguyen thai binh,55,5,6,35000
45,phuong nguyen thai binh,56,1,1,35000
90,phuong nguyen thai binh,100,10,10,35000
97,phuong nguyen thai binh,88,8,8,35000
8,phuong nguyen thai binh,40,8,8,35000
94,phuong nguyen thai binh,88,4,4,35000
39,phuong nguyen thai binh,56,4,4,35000
8,phuong nguyen thai binh,40,8,8,35000
58,phuong nguyen thai binh,88,8,9,35000
99,phuong nguyen thai binh,80,2,2,35000
15,phuong nguyen thai binh,104,6,6,35000
62,phuong nguyen thai binh,88,8,9,35000
46,phuong nguyen thai binh,88,5,5,35000
3,phuong nguyen thai binh,74,3,3,35000
3,phuong pham ngu lao,64,1,1,35000
33,phuong pham ngu lao,50,5,5,35000
1,phuong pham ngu lao,48,4,4,35000
16,phuong pham ngu lao,62,8,8,35000
31,phuong pham ngu lao,70,4,4,35000
14,phuong pham ngu lao,50,8,7,35000
98,phuong pham ngu lao,99,5,5,35000
91,phuong pham ngu lao,85,6,6,35000
40,phuong pham ngu lao,75,3,2,35000
40,phuong pham ngu lao,55,3,3,35000
91,phuong pham ngu lao,46,10,10,35000
78,phuong pham ngu lao,92,6,6,35000
17,phuong pham ngu lao,86,3,3,35000
75,phuong pham ngu lao,88,6,7,35000
75,phuong pham ngu lao,88,10,11,35000
75,phuong pham ngu lao,88,12,13,35000
25,phuong pham ngu lao,90,6,7,35000
83,phuong pham ngu lao,96,5,5,35000
73,phuong pham ngu lao,88,10,11,35000
85,phuong pham ngu lao,70,15,15,35000
90,phuong pham ngu lao,72,6,6,35000
5,phuong tan dinh,76,6,5,35000
13,phuong tan dinh,90,5,6,35000
13,phuong tan dinh,68,5,6,35000
27,phuong tan dinh,72,5,5,35000
27,phuong tan dinh,80,4,4,35000
2,phuong tan dinh,66,6,6,35000
65,phuong tan dinh,40,11,11,35000
30,phuong tan dinh,72,4,4,35000
14,phuong tan dinh,90,15,15,35000
80,phuong tan dinh,68,4,4,35000
21,phuong tan dinh,80,2,4,35000
16,phuong tan dinh,120,2,2,35000
46,phuong tan dinh,1,6,6,35000
54,phuong tan dinh,80,8,8,35000
74,phuong tan dinh,80,13,14,35000
58,phuong tan dinh,92,3,3,35000
25,phuong tan dinh,72,4,4,35000
80,phuong tan dinh,168,1,1,35000
84,phuong tan dinh,184,3,3,35000
61,phuong tan dinh,100,12,6,35000
89,phuong tan dinh,68,14,15,35000
46,phuong tan dinh,186,8,8,35000
22,phuong tan dinh,150,1,6,35000
62,phuong tan dinh,80,13,13,35000
54,phuong tan dinh,65,6,6,35000
41,phuong tan dinh,136,5,5,35000
46,phuong tan dinh,72,6,4,35000
1,phuong ben nghe,60,10,11,35000
3,phuong da kao,140,6,5,35000
2,phuong da kao,100,6,7,35000
4,phuong pham ngu lao,99,5,5,35000
3,phuong pham ngu lao,100,10,10,35000
3,phuong pham ngu lao,100,10,10,35000
3,phuong pham ngu lao,100,6,6,35000
4,phuong ben nghe,60,6,7,35000
10,phuong ben nghe,116,4,4,35000
10,phuong nguyen cu trinh,86,4,4,35000
3,phuong nguyen cu trinh,80,3,3,35000
5,phuong nguyen cu trinh,90,10,11,35000
8,phuong nguyen thai binh,88,5,5,35000
2,phuong pham ngu lao,88,24,24,35000
7,phuong pham ngu lao,75,2,2,35000
7,phuong pham ngu lao,75,2,2,35000
99,phuong nguyen thai binh,72,4,4,35300
59,phuong nguyen cu trinh,77,5,5,35450
97,phuong ben nghe,167,8,9,35500
28,phuong cau kho,100,14,15,35500
7,phuong cau ong lanh,77,6,7,35500
78,phuong da kao,102,6,7,35500
45,phuong da kao,172,42,44,35500
29,phuong nguyen cu trinh,68,5,5,35500
53,phuong nguyen cu trinh,70,5,5,35500
28,phuong nguyen cu trinh,72,2,2,35500
62,phuong nguyen cu trinh,68,5,5,35500
57,phuong nguyen cu trinh,70,5,5,35500
31,phuong nguyen cu trinh,68,5,5,35500
60,phuong nguyen cu trinh,70,5,5,35500
46,phuong nguyen cu trinh,76,6,7,35500
59,phuong nguyen cu trinh,68,5,6,35500
48,phuong nguyen thai binh,74,1,1,35500
68,phuong nguyen thai binh,80,4,5,35500
59,phuong nguyen thai binh,80,6,6,35500
85,phuong tan dinh,93,5,5,35500
8,phuong ben nghe,51,24,24,35500
7,phuong nguyen cu trinh,86,8,8,35500
6,phuong tan dinh,168,20,20,35500
72,phuong nguyen cu trinh,68,6,6,35899
1,phuong ben nghe,80,5,5,35900
43,phuong da kao,135,10,10,35900
66,phuong nguyen cu trinh,68,6,5,35900
58,phuong nguyen cu trinh,69,5,5,35900
65,phuong nguyen cu trinh,68,4,6,35900
65,phuong nguyen cu trinh,68,5,6,35900
96,phuong nguyen cu trinh,112,34,34,35900
72,phuong nguyen cu trinh,68,6,6,35900
26,phuong pham ngu lao,61,4,4,35900
2,phuong ben nghe,53,6,7,35900
4,phuong co giang,250,1,1,35990
2,phuong nguyen cu trinh,114,2,2,35999
24,phuong ben nghe,85,4,4,36000
46,phuong ben nghe,53,6,7,36000
28,phuong ben nghe,108,6,5,36000
57,phuong ben nghe,61,10,10,36000
47,phuong ben nghe,88,4,4,36000
60,phuong ben nghe,108,25,25,36000
60,phuong ben nghe,120,24,24,36000
97,phuong ben thanh,71,8,5,36000
87,phuong ben thanh,100,35,35,36000
16,phuong cau kho,60,8,9,36000
29,phuong cau kho,160,4,4,36000
14,phuong cau kho,72,2,2,36000
14,phuong cau kho,56,8,10,36000
27,phuong cau kho,168,2,2,36000
25,phuong cau kho,56,10,10,36000
25,phuong cau kho,60,5,5,36000
15,phuong cau kho,56,5,6,36000
17,phuong cau kho,56,6,7,36000
17,phuong cau kho,56,8,8,36000
9,phuong cau kho,56,8,8,36000
30,phuong cau ong lanh,80,9,8,36000
13,phuong cau ong lanh,69,4,5,36000
13,phuong cau ong lanh,80,3,3,36000
36,phuong cau ong lanh,140,2,3,36000
31,phuong cau ong lanh,73,10,11,36000
1,phuong cau ong lanh,72,3,3,36000
23,phuong cau ong lanh,140,4,5,36000
13,phuong co giang,126,7,7,36000
20,phuong co giang,90,3,3,36000
50,phuong co giang,78,2,2,36000
14,phuong da kao,54,6,6,36000
21,phuong da kao,100,2,2,36000
21,phuong da kao,100,2,2,36000
43,phuong da kao,80,8,10,36000
77,phuong da kao,80,25,26,36000
88,phuong da kao,68,6,6,36000
47,phuong da kao,100,4,4,36000
77,phuong da kao,101,17,18,36000
90,phuong da kao,130,6,6,36000
62,phuong da kao,82,8,6,36000
8,phuong da kao,88,1,1,36000
25,phuong da kao,59,3,3,36000
18,phuong da kao,80,10,10,36000
86,phuong da kao,98,7,7,36000
68,phuong da kao,80,7,7,36000
12,phuong da kao,72,9,11,36000
13,phuong da kao,343,1,1,36000
84,phuong da kao,64,5,5,36000
18,phuong nguyen cu trinh,110,2,2,36000
91,phuong nguyen cu trinh,72,5,5,36000
59,phuong nguyen cu trinh,90,24,24,36000
90,phuong nguyen cu trinh,56,10,10,36000
89,phuong nguyen cu trinh,60,2,2,36000
55,phuong nguyen cu trinh,99,4,4,36000
90,phuong nguyen cu trinh,61,3,3,36000
66,phuong nguyen cu trinh,80,3,3,36000
49,phuong nguyen cu trinh,110,4,4,36000
50,phuong nguyen cu trinh,80,8,8,36000
100,phuong nguyen cu trinh,140,34,34,36000
66,phuong nguyen cu trinh,88,2,2,36000
30,phuong nguyen cu trinh,85,10,10,36000
37,phuong nguyen cu trinh,110,15,16,36000
59,phuong nguyen cu trinh,70,6,6,36000
93,phuong nguyen cu trinh,140,8,9,36000
70,phuong nguyen cu trinh,61,4,5,36000
60,phuong nguyen cu trinh,70,4,4,36000
27,phuong nguyen cu trinh,120,15,15,36000
66,phuong nguyen cu trinh,66,5,2,36000
4,phuong nguyen cu trinh,110,16,16,36000
73,phuong nguyen cu trinh,96,6,7,36000
72,phuong nguyen cu trinh,80,4,4,36000
11,phuong nguyen cu trinh,190,1,1,36000
11,phuong nguyen cu trinh,90,1,1,36000
22,phuong nguyen cu trinh,60,2,2,36000
63,phuong nguyen cu trinh,61,4,4,36000
22,phuong nguyen cu trinh,78,6,6,36000
21,phuong nguyen thai binh,74,3,3,36000
37,phuong nguyen thai binh,72,10,10,36000
37,phuong nguyen thai binh,70,10,10,36000
14,phuong nguyen thai binh,81,2,3,36000
14,phuong nguyen thai binh,80,2,3,36000
23,phuong nguyen thai binh,97,1,1,36000
24,phuong nguyen thai binh,100,8,8,36000
82,phuong nguyen thai binh,95,2,2,36000
43,phuong nguyen thai binh,90,2,2,36000
31,phuong nguyen thai binh,70,3,3,36000
3,phuong nguyen thai binh,80,3,4,36000
60,phuong nguyen thai binh,72,12,12,36000
12,phuong nguyen thai binh,68,8,5,36000
74,phuong nguyen thai binh,90,6,6,36000
49,phuong nguyen thai binh,72,10,10,36000
35,phuong nguyen thai binh,86,10,10,36000
68,phuong nguyen thai binh,86,10,11,36000
87,phuong nguyen thai binh,88,1,1,36000
82,phuong nguyen thai binh,74,6,7,36000
2,phuong nguyen thai binh,89,7,7,36000
68,phuong nguyen thai binh,94,25,25,36000
82,phuong nguyen thai binh,145,4,4,36000
16,phuong nguyen thai binh,80,7,7,36000
22,phuong nguyen thai binh,80,6,6,36000
13,phuong nguyen thai binh,68,5,4,36000
33,phuong pham ngu lao,120,22,22,36000
100,phuong pham ngu lao,150,6,6,36000
36,phuong pham ngu lao,88,4,4,36000
61,phuong pham ngu lao,186,8,9,36000
93,phuong pham ngu lao,84,6,6,36000
9,phuong pham ngu lao,72,4,4,36000
42,phuong pham ngu lao,67,3,4,36000
91,phuong pham ngu lao,46,2,2,36000
34,phuong pham ngu lao,212,5,5,36000
83,phuong pham ngu lao,84,6,6,36000
41,phuong pham ngu lao,60,3,3,36000
48,phuong pham ngu lao,62,3,3,36000
76,phuong pham ngu lao,70,8,9,36000
90,phuong pham ngu lao,50,10,11,36000
3,phuong tan dinh,120,3,3,36000
64,phuong tan dinh,154,5,5,36000
78,phuong tan dinh,106,6,5,36000
49,phuong tan dinh,90,4,4,36000
61,phuong tan dinh,38,4,4,36000
85,phuong tan dinh,105,4,4,36000
94,phuong tan dinh,84,6,7,36000
22,phuong tan dinh,100,2,2,36000
92,phuong tan dinh,72,5,6,36000
22,phuong tan dinh,100,25,25,36000
39,phuong tan dinh,170,2,1,36000
26,phuong tan dinh,70,3,3,36000
6,phuong tan dinh,51,6,6,36000
17,phuong tan dinh,64,5,5,36000
5,phuong nguyen cu trinh,135,7,7,36000
1,phuong nguyen cu trinh,90,6,6,36000
10,phuong ben nghe,95,4,4,36000
5,phuong ben thanh,53,14,14,36000
6,phuong nguyen cu trinh,80,4,4,36000
9,phuong nguyen cu trinh,64,3,3,36000
3,phuong nguyen cu trinh,115,3,2,36000
4,phuong nguyen cu trinh,112,2,1,36000
4,phuong nguyen cu trinh,114,3,2,36000
8,phuong nguyen thai binh,92,3,3,36000
5,phuong pham ngu lao,88,3,3,36000
10,phuong pham ngu lao,62,4,5,36000
9,phuong tan dinh,80,5,5,36000
43,phuong pham ngu lao,184,40,50,36100
43,phuong pham ngu lao,192,5,12,36200
43,phuong pham ngu lao,182,20,21,36300
43,phuong pham ngu lao,200,30,32,36400
63,phuong ben nghe,67,10,12,36500
61,phuong ben nghe,68,10,10,36500
54,phuong ben nghe,68,10,10,36500
98,phuong ben thanh,60,6,6,36500
98,phuong ben thanh,56,8,8,36500
36,phuong cau kho,99,7,6,36500
54,phuong co giang,120,8,8,36500
21,phuong da kao,75,9,9,36500
64,phuong da kao,75,10,11,36500
1,phuong nguyen cu trinh,180,1,1,36500
37,phuong nguyen thai binh,76,10,10,36500
83,phuong nguyen thai binh,56,6,6,36500
35,phuong nguyen thai binh,77,10,10,36500
58,phuong nguyen thai binh,76,4,5,36500
36,phuong nguyen thai binh,76,10,10,36500
74,phuong nguyen thai binh,74,3,3,36500
93,phuong nguyen thai binh,80,36,36,36500
59,phuong nguyen thai binh,79,10,11,36500
33,phuong nguyen thai binh,69,3,4,36500
76,phuong nguyen thai binh,115,13,14,36500
6,phuong ben thanh,112,21,21,36500
6,phuong nguyen cu trinh,180,1,1,36540
47,phuong ben thanh,56,4,4,36700
16,phuong co giang,80,5,4,36800
99,phuong nguyen thai binh,80,10,10,36800
42,phuong pham ngu lao,64,4,4,36800
81,phuong tan dinh,105,5,6,36800
99,phuong ben nghe,56,6,7,36900
26,phuong da kao,80,5,5,36900
73,phuong nguyen thai binh,120,5,5,36900
67,phuong nguyen thai binh,81,6,7,36900
30,phuong ben nghe,200,5,5,37000
76,phuong ben nghe,65,9,9,37000
10,phuong ben nghe,120,3,3,37000
36,phuong ben nghe,52,6,6,37000
64,phuong ben nghe,76,10,10,37000
54,phuong ben nghe,206,5,5,37000
52,phuong ben thanh,56,8,8,37000
68,phuong ben thanh,60,15,16,37000
84,phuong ben thanh,69,8,8,37000
36,phuong cau kho,119,20,8,37000
17,phuong cau kho,72,18,18,37000
37,phuong cau kho,88,9,3,37000
31,phuong cau kho,175,10,10,37000
3,phuong cau ong lanh,67,10,10,37000
1,phuong cau ong lanh,72,7,7,37000
29,phuong co giang,190,10,10,37000
52,phuong co giang,72,8,8,37000
58,phuong co giang,68,6,6,37000
77,phuong co giang,112,6,6,37000
32,phuong co giang,288,5,5,37000
69,phuong co giang,66,20,18,37000
47,phuong co giang,66,17,18,37000
71,phuong da kao,126,10,11,37000
11,phuong da kao,58,1,2,37000
3,phuong da kao,80,10,10,37000
43,phuong da kao,80,5,5,37000
100,phuong da kao,120,4,4,37000
31,phuong da kao,80,6,6,37000
57,phuong da kao,80,5,6,37000
78,phuong da kao,80,8,9,37000
18,phuong da kao,136,22,22,37000
31,phuong da kao,80,10,10,37000
65,phuong da kao,110,10,10,37000
31,phuong da kao,81,10,10,37000
65,phuong da kao,110,5,6,37000
47,phuong da kao,88,6,6,37000
87,phuong da kao,99,5,5,37000
89,phuong da kao,85,8,8,37000
35,phuong da kao,80,8,8,37000
11,phuong da kao,125,12,13,37000
90,phuong da kao,128,3,3,37000
91,phuong nguyen cu trinh,90,4,4,37000
54,phuong nguyen cu trinh,109,8,8,37000
98,phuong nguyen cu trinh,90,24,24,37000
65,phuong nguyen cu trinh,88,10,10,37000
93,phuong nguyen cu trinh,184,12,12,37000
72,phuong nguyen cu trinh,80,14,14,37000
70,phuong nguyen cu trinh,105,2,2,37000
100,phuong nguyen cu trinh,103,14,15,37000
98,phuong nguyen cu trinh,184,6,7,37000
1,phuong nguyen cu trinh,182,2,2,37000
100,phuong nguyen cu trinh,184,21,21,37000
72,phuong nguyen cu trinh,94,10,10,37000
8,phuong nguyen cu trinh,109,15,15,37000
8,phuong nguyen cu trinh,83,2,2,37000
1,phuong nguyen cu trinh,180,5,5,37000
76,phuong nguyen cu trinh,184,3,3,37000
18,phuong nguyen thai binh,78,12,6,37000
19,phuong nguyen thai binh,67,18,17,37000
19,phuong nguyen thai binh,80,12,10,37000
19,phuong nguyen thai binh,72,2,2,37000
83,phuong nguyen thai binh,90,2,2,37000
72,phuong nguyen thai binh,88,20,20,37000
76,phuong nguyen thai binh,68,5,5,37000
76,phuong nguyen thai binh,72,5,5,37000
65,phuong nguyen thai binh,60,35,35,37000
67,phuong nguyen thai binh,90,6,7,37000
63,phuong nguyen thai binh,64,21,21,37000
78,phuong nguyen thai binh,88,20,21,37000
72,phuong nguyen thai binh,88,21,21,37000
34,phuong nguyen thai binh,68,10,10,37000
84,phuong nguyen thai binh,82,18,18,37000
78,phuong nguyen thai binh,72,2,2,37000
30,phuong nguyen thai binh,86,24,24,37000
92,phuong nguyen thai binh,90,2,2,37000
86,phuong nguyen thai binh,105,5,5,37000
1,phuong nguyen thai binh,68,1,1,37000
6,phuong nguyen thai binh,78,12,12,37000
23,phuong pham ngu lao,210,6,4,37000
70,phuong pham ngu lao,72,6,6,37000
86,phuong pham ngu lao,52,5,5,37000
65,phuong pham ngu lao,90,4,22,37000
91,phuong pham ngu lao,84,10,10,37000
46,phuong pham ngu lao,88,10,10,37000
11,phuong pham ngu lao,61,4,4,37000
94,phuong pham ngu lao,76,4,5,37000
42,phuong pham ngu lao,68,3,4,37000
4,phuong tan dinh,75,6,6,37000
33,phuong tan dinh,102,4,5,37000
1,phuong tan dinh,86,4,3,37000
38,phuong tan dinh,86,2,3,37000
26,phuong tan dinh,167,6,6,37000
98,phuong tan dinh,102,5,6,37000
40,phuong tan dinh,120,5,5,37000
3,phuong da kao,80,8,8,37000
5,phuong nguyen cu trinh,130,4,4,37000
5,phuong nguyen cu trinh,130,6,6,37000
1,phuong nguyen cu trinh,130,3,3,37000
3,phuong nguyen cu trinh,140,35,35,37000
4,phuong nguyen cu trinh,156,5,5,37000
2,phuong tan dinh,65,8,8,37000
24,phuong co giang,72,8,6,37200
67,phuong nguyen thai binh,90,34,34,37200
87,phuong pham ngu lao,72,10,10,37499
88,phuong ben thanh,58,8,8,37500
26,phuong co giang,100,2,2,37500
37,phuong co giang,75,17,17,37500
91,phuong da kao,80,6,6,37500
33,phuong da kao,75,6,6,37500
85,phuong da kao,80,5,6,37500
85,phuong da kao,80,8,6,37500
95,phuong da kao,75,6,6,37500
97,phuong nguyen thai binh,64,7,7,37500
81,phuong pham ngu lao,72,10,10,37500
94,phuong pham ngu lao,55,10,11,37500
80,phuong pham ngu lao,68,5,5,37500
5,phuong ben nghe,72,6,7,37500
